iter	Logloss
0	0.08289216031
1	0.01507347839
2	0.005307880613
3	0.002655981347
4	0.001563665856
5	0.001051118562
6	0.0007730201339
7	0.0006134452327
8	0.0005076142521
9	0.0004179268498
10	0.0003641992852
11	0.0003220366382
12	0.0003220366382
13	0.0002839390853
14	0.0002559608642
